date,open,high,low,close,volume,tic
2020-01-02,80.39908168438956,80.39908168438956,79.83629056618409,80.07748413085938,3326184,1301.TW
2020-01-03,80.0774881657181,81.60507202148438,79.8362945888898,81.60507202148438,5636265,1301.TW
2020-01-06,81.60507699555042,82.00707244873047,81.20308154237037,82.00707244873047,6514815,1301.TW
2020-01-07,81.60507202148438,82.00706745016164,81.20307659280712,81.60507202148438,6945442,1301.TW
2020-01-08,81.60506454467773,81.60506454467773,80.39907836914062,80.39907836914062,4643180,1301.TW
2020-01-09,80.39907836914062,81.20306915283203,79.8362872741418,80.39907836914062,3764115,1301.TW
2020-01-10,80.07748702982651,80.80108001797417,80.07748702982651,80.23828887939453,1771225,1301.TW
2020-01-13,80.23828667999143,80.39908239118854,79.6754894228752,80.15788269042969,3901996,1301.TW
2020-01-14,79.83629106523165,79.99708677602028,79.19309595415073,79.43429565429688,8346931,1301.TW
2020-01-15,79.43429968798023,79.43429968798023,78.79110454423778,79.19309997558594,5092736,1301.TW
2020-01-16,78.79109884242838,78.87149669608722,78.63030313511068,78.71070098876953,3519448,1301.TW
2020-01-17,79.03230164175609,79.5950927734375,78.87149979415905,79.5950927734375,2646386,1301.TW
2020-01-20,79.35389306902358,79.91669033466829,79.35389306902358,79.5950927734375,2212807,1301.TW
2020-01-30,76.7007289261179,76.86152464380994,73.48476550056968,73.64556121826172,18763647,1301.TW
2020-01-31,74.12795779841325,75.6555417202038,74.12795779841325,75.0927505493164,7374210,1301.TW
2020-02-03,73.96716538295951,75.8163469711191,73.24357232089864,74.77115631103516,7610581,1301.TW
2020-02-04,77.82632153102118,77.82632153102118,75.17314910888672,75.17314910888672,4797825,1301.TW
2020-02-05,74.77115272336472,74.77115272336472,73.80636610955196,74.52995300292969,5458431,1301.TW
2020-02-06,75.09274600360422,76.13793041969147,74.77114843943762,75.97713470458984,4602623,1301.TW
2020-02-07,75.0123547694285,75.7359416852398,75.0123547694285,75.33394622802734,3776264,1301.TW
2020-02-10,74.77115103539,75.57514190673828,74.04755802438385,75.57514190673828,3487178,1301.TW
2020-02-11,75.41435022664095,75.57514595594037,75.0123547694285,75.33394622802734,2993810,1301.TW
2020-02-12,75.17314647106414,75.81634162172818,75.17314647106414,75.57514190673828,3709189,1301.TW
2020-02-13,75.4143471312701,76.3791337353949,75.4143471312701,76.21833801269531,4425809,1301.TW
2020-02-14,76.05753893131201,76.62033624922387,76.05753893131201,76.53993225097656,4111365,1301.TW
2020-02-17,75.8163425719827,76.21833801269531,75.25354527460688,76.21833801269531,4204922,1301.TW
2020-02-18,75.8967404333325,76.29873587404511,75.4947449926199,76.21833801269531,3612597,1301.TW
2020-02-19,76.70072884264806,77.58511755691869,76.45952913240905,77.34391784667969,4207394,1301.TW
2020-02-20,77.34392586136224,77.50472772950565,76.137939453125,76.137939453125,4669002,1301.TW
2020-02-21,76.05753326416016,76.8615241150159,75.97713540586726,76.05753326416016,3810385,1301.TW
2020-02-24,74.77115227077105,75.575143155403,74.77115227077105,75.0123519897461,6602369,1301.TW
2020-02-25,74.85154724121094,74.93194509977594,74.28875609729252,74.85154724121094,10882880,1301.TW
2020-02-26,73.64556051677161,73.96715808305584,73.5651626586914,73.5651626586914,13300382,1301.TW
2020-02-27,73.24357535958464,73.56517297094994,72.92197774821933,73.16317749023438,11741327,1301.TW
2020-03-02,72.35917663574219,72.76117206149631,71.55518578423394,72.35917663574219,10056015,1301.TW
2020-03-03,72.76117250302865,74.12795450530126,72.68077464418262,73.64556121826172,6652079,1301.TW
2020-03-04,73.48476714872051,74.44955374443829,73.4043692880713,74.36915588378906,4707906,1301.TW
2020-03-05,74.36915682845508,75.09274985141656,74.20836110511415,75.0123519897461,3877076,1301.TW
2020-03-06,74.7711482180147,74.7711482180147,73.24356439321959,73.4847640991211,6610017,1301.TW
2020-03-09,71.55519460935878,72.35918556002574,71.55519460935878,71.79639434814453,15180384,1301.TW
2020-03-10,71.71597912202698,72.11797453444633,70.83159044149706,71.55518341064453,9498287,1301.TW
2020-03-11,71.47479248046875,72.51997697365378,70.9923991656169,71.47479248046875,8459290,1301.TW
2020-03-12,70.7511959984189,70.7511959984189,67.2940328312744,67.53523254394531,17004759,1301.TW
2020-03-13,62.711291116024256,66.00765262738147,62.06809593304359,64.80166625976562,21022278,1301.TW
2020-03-16,64.88206280993595,65.12326253215906,62.71128984578281,62.87208557128906,11464248,1301.TW
