date,open,high,low,close,volume,tic
2020-01-02,19.913036346435547,19.99600764772155,19.830065045149546,19.913036346435547,6939981,2002.TW
2020-01-03,19.95452338022346,19.996009826660156,19.871553652442294,19.996009826660156,12353288,2002.TW
2020-01-06,19.913035798691045,19.954520656919957,19.747093200683594,19.747093200683594,7042674,2002.TW
2020-01-07,19.747095167225364,19.8300664744919,19.664125442504883,19.664125442504883,7693624,2002.TW
2020-01-08,19.664124878117327,19.664124878117327,19.498182268347033,19.5396671295166,9093876,2002.TW
2020-01-09,19.539667660984716,19.74709513756649,19.539667660984716,19.705610275268555,8137459,2002.TW
2020-01-10,19.747095402743437,19.83006671099955,19.6641256770334,19.78858184814453,7270995,2002.TW
2020-01-13,19.830065045149546,19.913036346435547,19.788580185779516,19.913036346435547,9763148,2002.TW
2020-01-14,19.91303822326781,19.95452308654785,19.830066914161645,19.95452308654785,7882342,2002.TW
2020-01-15,19.91303822326781,19.95452308654785,19.830066914161645,19.95452308654785,10148530,2002.TW
2020-01-16,19.913036346435547,19.954521205805577,19.830065045149546,19.913036346435547,5347528,2002.TW
2020-01-17,19.91303822326781,19.95452308654785,19.871553359987775,19.95452308654785,6410978,2002.TW
2020-01-20,19.91303822326781,19.996009532373986,19.91303822326781,19.95452308654785,6941985,2002.TW
2020-01-30,19.456698345792297,19.498183208963145,19.083328247070312,19.083328247070312,39414010,2002.TW
2020-01-31,19.08332471173233,19.37372344776785,19.08332471173233,19.166296005249023,18198559,2002.TW
2020-02-03,19.083328247070312,19.207784419128945,18.95887207501168,19.083328247070312,19364728,2002.TW
2020-02-04,19.6641263660939,19.6641263660939,19.249271392822266,19.249271392822266,13835398,2002.TW
2020-02-05,19.249271361345063,19.415212400854685,19.124813603530185,19.290756225585938,10362337,2002.TW
2020-02-06,19.290754587132543,19.49818205581139,19.249269726415175,19.37372589111328,12028716,2002.TW
2020-02-07,19.33224105834961,19.373727505069063,19.24927133000296,19.33224105834961,7882927,2002.TW
2020-02-10,19.290754853734427,19.456697463989254,19.249269992443725,19.456697463989254,11393229,2002.TW
2020-02-11,19.41521102015254,19.498182325279956,19.332239715025125,19.456697463989254,6370492,2002.TW
2020-02-12,19.41521102015254,19.456697463989254,19.37372615886184,19.456697463989254,5236019,2002.TW
2020-02-13,19.373727766492475,19.456699078504844,19.373727766492475,19.415212631225582,8813253,2002.TW
2020-02-14,19.37372615886184,19.456697463989254,19.37372615886184,19.456697463989254,6221213,2002.TW
2020-02-17,19.37372589111328,19.37372589111328,19.249269726415175,19.37372589111328,6014263,2002.TW
2020-02-18,19.290754853734427,19.456697463989254,19.249269992443725,19.456697463989254,7446292,2002.TW
2020-02-19,19.456697435522923,19.539667157982933,19.3737261305169,19.49818229675293,8112007,2002.TW
2020-02-20,19.498183680135167,19.498183680135167,19.33224105834961,19.33224105834961,8685741,2002.TW
2020-02-21,19.332241121439687,19.41521243260324,19.249271392822266,19.249271392822266,9537984,2002.TW
2020-02-24,19.166299555958098,19.207784419128945,19.083328247070312,19.083328247070312,15245702,2002.TW
2020-02-25,19.08332636603972,19.08332636603972,19.000355065330364,19.041841506958008,13970823,2002.TW
2020-02-26,19.0003586156126,19.04184506499213,18.958873748779297,18.958873748779297,19514784,2002.TW
2020-02-27,18.95887207501168,19.083328247070312,18.95887207501168,19.083328247070312,16708738,2002.TW
2020-03-02,18.87590050386488,19.041843119334864,18.87590050386488,19.000356674194336,19482263,2002.TW
2020-03-03,19.041843383899465,19.083328247070312,18.95887207501168,19.083328247070312,12117980,2002.TW
2020-03-04,19.08332877049516,19.249271392822266,19.04184390618645,19.249271392822266,13514692,2002.TW
2020-03-05,19.24927133000296,19.33224105834961,19.166300019110174,19.33224105834961,8007708,2002.TW
2020-03-06,19.207784152258785,19.249270597399313,18.95887181159987,19.000356674194336,17960395,2002.TW
2020-03-09,18.83441462696307,18.875899487323412,18.58550071716309,18.58550071716309,30241309,2002.TW
2020-03-10,18.502529441431353,18.626987187789553,18.4195597205872,18.544015884399418,17919916,2002.TW
2020-03-11,18.502529441431353,18.58550074482149,18.4195597205872,18.544015884399418,21766453,2002.TW
2020-03-12,18.419561527486547,18.419561527486547,17.672821306268496,17.75579261779785,33757335,2002.TW
2020-03-13,16.760141372680664,16.843111100404474,16.303799957469124,16.760141372680664,72221523,2002.TW
2020-03-16,16.760140842216426,16.80162570476532,16.59419822692871,16.59419822692871,31513002,2002.TW
2020-03-17,16.428254594877497,16.428254594877497,16.096370967388793,16.17934226989746,46625543,2002.TW
2020-03-18,16.17934365067333,16.303799823784676,15.971916167972392,16.01340103149414,35354413,2002.TW
2020-03-19,15.764487466207372,15.805972326521104,15.225176369398946,15.43260383605957,52484394,2002.TW
2020-03-20,15.51557727558769,16.42825698852539,15.51557727558769,16.42825698852539,52775496,2002.TW
2020-03-23,15.598545341602952,15.88894412040564,15.515575618413065,15.681516647338867,22825663,2002.TW
2020-03-24,16.303797344931123,16.303797344931123,15.764486288415554,15.805971145629885,27364002,2002.TW
2020-03-25,16.013399395906468,16.1793419981365,15.97191453662193,16.096370697021484,24722266,2002.TW
2020-03-26,16.179342242749392,16.345284847488283,15.97191477809876,16.220827102661133,18023210,2002.TW
2020-03-27,16.262313299251517,16.303798158536054,16.054885837736947,16.096370697021484,21317668,2002.TW
2020-03-30,15.80597117014488,15.847457609969416,15.640030158484334,15.764486312866213,20238054,2002.TW
2020-03-31,15.847460518347974,15.888945383240085,15.68151789368722,15.723004341125488,21817361,2002.TW
2020-04-01,15.764487683092794,15.764487683092794,15.59854507446289,15.59854507446289,24523019,2002.TW
2020-04-06,15.847459079136346,15.971915245056152,15.64003160842133,15.971915245056152,24482206,2002.TW
2020-04-07,16.17934365067333,16.17934365067333,15.930431304450645,16.01340103149414,16015578,2002.TW
2020-04-08,16.054886080468204,16.262313545118836,16.054886080468204,16.220827102661133,19420509,2002.TW
2020-04-09,16.26231357240613,16.345284874914796,16.17934226989746,16.17934226989746,14680937,2002.TW
2020-04-10,16.220829559321643,16.345287322998047,16.179344693126982,16.345287322998047,12690752,2002.TW
2020-04-13,16.345284847488283,16.345284847488283,16.179342242749392,16.220827102661133,9095860,2002.TW
2020-04-14,16.262312189160472,16.386768341064453,16.22082575016192,16.386768341064453,17362473,2002.TW
2020-04-15,16.46974205673596,16.59419822692871,16.428255611641,16.59419822692871,23388609,2002.TW
2020-04-16,16.55271093196698,16.5941957884197,16.303797045613187,16.386768341064453,25155502,2002.TW
2020-04-17,16.386768341064453,16.5941957884197,16.386768341064453,16.386768341064453,19880745,2002.TW
2020-04-20,16.386768085386937,16.51122423534907,16.220825497073555,16.262311935424805,14181789,2002.TW
2020-04-21,16.179344418324085,16.22082928381414,15.847460746765137,15.847460746765137,24477290,2002.TW
2020-04-22,15.764489400768817,15.88894557952881,15.640033222008825,15.888945579528809,17866816,2002.TW
2020-04-23,15.88894557952881,16.0134017582888,15.764489400768817,15.888945579528809,12990975,2002.TW
2020-04-24,15.88894557952881,15.971916892884195,15.805974266173424,15.888945579528809,9550654,2002.TW
2020-04-27,16.05488610740744,16.345284874914796,16.013399664880126,16.17934226989746,19287380,2002.TW
2020-04-28,16.303798405030577,16.303798405030577,16.13785738283765,16.220827102661133,13906838,2002.TW
2020-04-29,16.262314346417778,16.511226683244903,16.220827901915897,16.469741821289062,23251526,2002.TW
2020-04-30,16.552713364379816,16.677169534572567,16.46974205673596,16.59419822692871,37550070,2002.TW
2020-05-04,16.13785738283765,16.303798405030577,16.054886080468204,16.220827102661133,26299642,2002.TW
2020-05-05,16.2623159418759,16.59419961772108,16.2623159418759,16.42825698852539,14606111,2002.TW
