date,open,high,low,close,volume,tic
2020-01-02,40.35441868533158,40.55781797931738,40.15101939134578,40.47645950317383,2542932,1722.TW
2020-01-03,40.55782391090141,40.598506258549904,39.988308287351025,40.191707611083984,3303086,1722.TW
2020-01-06,40.02898441028617,40.19170447731062,39.74422351708659,39.86626434326172,2889644,1722.TW
2020-01-07,39.9069400920774,40.02898090757341,39.622182327422514,39.70354080200195,1638630,1722.TW
2020-01-08,39.62218612752633,39.62218612752633,39.134025922350425,39.337425231933594,2793097,1722.TW
2020-01-09,39.45946605913436,39.62218612752633,39.21538750835999,39.337425231933594,1920701,1722.TW
2020-01-10,39.33742420284735,39.6221850909906,39.33742420284735,39.45946502685547,913246,1722.TW
2020-01-13,39.459462274636785,39.70354080200195,39.41878303734707,39.70354080200195,1132644,1722.TW
2020-01-14,39.86626503334885,40.39510448442579,39.7442242050612,39.906944274902344,2242400,1722.TW
2020-01-15,40.02898197221595,40.273060506072824,39.86626191510239,39.9476203918457,1930621,1722.TW
2020-01-16,39.94762213205229,39.94762213205229,39.78490517147736,39.825584411621094,995342,1722.TW
2020-01-17,39.86626434326172,39.90694358411105,39.74422351708659,39.86626434326172,1033436,1722.TW
2020-01-20,39.86626085478768,39.86626085478768,39.622182327422514,39.70354080200195,2142024,1722.TW
2020-01-30,38.40178610934236,38.930622394784926,38.320424532148,38.361106872558594,7618388,1722.TW
2020-01-31,38.32042731665025,38.88994598388672,38.23906883717092,38.88994598388672,3272181,1722.TW
2020-02-03,38.27975151222492,38.442471589413515,37.62887430709788,38.320430755615234,4436669,1722.TW
2020-02-04,39.540827025625894,39.540827025625894,38.52383041381836,38.52383041381836,1702452,1722.TW
2020-02-05,38.56450653076172,38.76790582026231,38.40178647843588,38.56450653076172,1570432,1722.TW
2020-02-06,38.8492733180825,39.05267265482639,38.60519473471535,39.011993408203125,2156118,1722.TW
2020-02-07,38.84926987660946,38.84926987660946,38.40179199613837,38.483150482177734,2752418,1722.TW
2020-02-10,38.361111377335725,38.44246986045725,38.15771206590473,38.40179061889648,1502622,1722.TW
2020-02-11,38.239072603963194,38.686550492433035,38.239072603963194,38.52383041381836,1423053,1722.TW
2020-02-12,38.523826618975626,39.13402452595176,38.523826618975626,38.88994598388672,1747494,1722.TW
2020-02-13,39.011993408203125,39.17471349832375,38.97131416157986,39.011993408203125,1048646,1722.TW
2020-02-14,39.01198647105957,39.13402418922851,38.971307231669925,39.05266571044922,978252,1722.TW
2020-02-17,39.01198716186988,39.174707225936885,38.88994633791287,39.09334564208984,1315601,1722.TW
2020-02-18,39.13402456517161,39.70354323297884,39.05266608561074,39.62218475341797,2434830,1722.TW
